1
100000 100000
FAFAI $4923.96
FAAIC $9021.86
HAIJB $7352.51
IBBJH $3546.14
HBGD $9795.37
IFJJD $5273.33
CIEFC $8986.82
GEFC $2825.48
JAGFA $1109.00
GBAFB $435.65
HAIFE $2479.82
FEIGJ $3637.43
IEJBF $1716.25
CEDFE $1899.16
EHBDD $6208.65
BEBDE $4737.28
CABHC $345.73
ICJGJ $7710.78
BFFIE $7307.30
DDHFC $6575.80
DIACB $8945.83
EBCHG $2051.89
BIIIC $5990.58
JBCFF $8195.73
BHEGE $2065.79
DHIAH $5797.13
EFFID $3191.47
HDGGA $5574.19
DHIE $6851.40
IBEHI $7429.24
IFDFF $6771.29
ICCHE $9802.50
CCDBJ $6618.27
JCHDB $5652.61
HEHAJ $2605.16
JBHGI $5116.81
EGCFC $1693.88
GGGBE $1321.23
HFGFI $6827.83
EHGIC $395.20
HGEEB $4622.98
EJBEC $9828.53
IHJFA $2884.28
BAEID $4429.99
FHEEH $7442.30
FJGCF $9208.92
DBBFA $5543.12
CEIJI $7872.64
HEIH $3905.78
JEFAB $948.36
DGAED $7734.70
IGEII $2128.63
HAHGA $8340.06
EAEEG $1279.08
FEAJG $1299.43
GBIHJ $465.90
IFCFA $4574.15
BIIEI $7895.17
DGDA $7080.68
FJHDC $8980.55
BDDH $1022.56
GEHED $2137.00
IBCIB $1045.88
FGJBI $4365.01
HDH $984.47
IHEEJ $2429.43
CFBHC $4896.74
GABGA $1154.76
JBHCJ $2527.24
GCIDF $6920.55
DHFBA $5805.39
EBCFD $4885.76
JAFAC $3987.71
IJFFJ $5994.04
JHJGD $6414.22
EAEFI $3767.12
JDHC $8340.61
BJFAD $4595.33
BCBAD $1483.45
BBABA $3989.75
JEDHD $3060.62
JICDH $6429.72
EBHJD $7304.26
GDAJI $5101.80
DFDAC $22.92
BCFAB $6603.55
FGFHE $5308.65
GJBCD $8554.37
IFDEI $7473.93
IIIB $8065.96
BFIAF $9310.58
JBBAF $3308.31
EIFIB $2198.20
FDBGC $7025.13
HIBBH $3230.63
CEBIE $2877.65
HIIBC $7318.66
IDFCF $3603.40
BEIDG $1810.15
EIBCC $4466.64
HIJCC $1726.45
CIDJF $7239.50
HAEJH $9124.07
GDACI $9212.41
EEGAD $5652.03
JGIDE $5939.20
JCIIC $2758.56
CFHGH $6609.68
DBDEG $1004.45
DIAHC $9588.82
FGJFH $5268.56
JIHCF $4342.79
GBGBD $3239.26
IHEBF $9262.23
HBJDD $8590.04
DEBBG $1245.59
IGEGF $4910.45
BICFJ $5970.27
GFJBH $2978.95
EHEJA $5566.41
HBIGB $1797.13
FEIDD $9902.70
DIGF $6424.95
GHFDI $2483.61
JJABE $6184.76
JCHGC $755.09
IJDBI $1231.77
FBBEC $2773.95
JEEGE $61.54
DEBBJ $4907.23
BICDB $3933.66
ECAHE $7789.79
FADJF $4789.64
JHDEA $4059.30
JEJJC $4810.68
HBGAE $4850.83
EADGC $9041.97
JEBEH $2296.16
FIHCH $9068.10
IBIAA $3597.26
IFAIG $3313.46
FICEH $5642.29
GHDAE $7083.04
JACCB $8718.51
DAHGH $3044.91
GAIHF $6493.36
BEGGA $3545.40
JEJEA $8033.54
BJJHE $5925.01
EHDG $2356.80
GEABC $3973.32
BIHBJ $1493.71
CDGJB $6975.18
JJBEE $6841.22
JGCGG $4655.96
DAECD $7679.63
JEDHI $5588.38
JDIAA $1773.98
JGBIF $9006.38
HJGEF $6269.65
CHDFE $1704.53
CEIEB $7089.66
GDCDG $1289.37
HGFID $9094.80
GCCCB $6720.25
GEBJJ $6820.91
FAGF $7479.67
HECDI $6660.45
EJFBD $8815.97
CCDCA $3012.83
HEEFJ $2849.80
HDHA $2716.34
JFGFB $8255.28
JACFE $7628.64
JHHFE $630.99
EIJBH $9228.72
CAJHA $991.71
CIFHE $9467.37
GGGGJ $4844.27
FFCCI $889.92
DBGJD $2117.64
EDHCE $2500.24
ECHEF $5690.46
FCEEG $6503.49
HBJHC $5015.03
BDJEB $5883.57
IHHI $7862.26
GHCBB $4383.49
IDAEC $1535.23
GIIAI $6165.92
EBFE $6700.73
BGEDF $4843.18
EGIED $7684.43
HEJGI $6511.40
HHDJD $1496.86
DCGJA $9362.58
FAFI $8003.51
JJFGE $4900.29
DJFAB $7792.93
EBGHI $5491.87
GBBCA $2090.96
EJJA $438.50
GEDAG $4329.85
FBAHB $2017.81
FFFEA $2209.49
JBIBI $6614.42
IICC $3379.32
EDIHG $4577.91
EBJAF $9673.07
FDCCG $4588.08
GFHHD $1292.38
CHFJA $1902.11
GGAFA $9996.01
EACFA $1263.08
BIJII $3287.31
FHIIE $2159.23
IHCDB $5922.93
DCBGA $1356.16
FJIIC $2846.44
IGBEE $4084.49
HJHFD $1234.27
CIFBD $9919.52
GFCBB $6058.42
DGGIJ $8414.92
DECGJ $2417.94
CGEA $1724.82
CDFEH $4615.66
GJDEF $1251.98
HCDAC $6533.10
HBJBJ $9330.45
JIHE $7291.41
GDGEB $347.94
FEFGB $18.60
DAFIJ $1709.23
HFFAA $7439.64
GBBIH $8335.34
GDBBG $3170.26
CCIBC $4244.73
IEBFD $6133.70
FDJE $9589.72
FGBBF $277.91
IFHDH $571.65
FEFFD $1292.58
CIGBD $3515.19
EIBGI $8503.60
EIFFI $621.13
HBDBE $951.00
CAACA $7572.68
CGIDG $759.81
IEDFA $5518.86
HIHAE $4852.32
IJGFD $2154.48
GCAGC $6263.37
JDIEG $5395.90
CBGJF $7962.55
HJIHH $7461.24
IHDIG $5616.82
EHB $7041.48
FFHHF $4067.68
FIDAC $3227.56
HJJHD $4930.58
DAGGB $6465.63
HEAAH $8180.16
GEFHD $2250.79
ICAAE $1464.77
IFEEH $1103.72
GIHJF $2738.50
GCEGA $8460.88
DIDAJ $3590.59
IAEJH $4263.86
JEEBH $65.41
GIIIJ $2355.66
HDCJI $1703.27
HIFEJ $479.34
BDCFF $2198.60
CFFIG $6443.64
JGIAC $4912.63
GFFBF $8558.59
HJJ $3872.71
BDBEA $4853.80
DCEA $5938.29
GGBFE $1979.46
FIIDD $6210.87
JCDJF $5971.85
CHJID $7737.34
BJJJF $547.90
EIDAJ $785.28
DBB $5144.30
JCICE $2822.97
IBGCE $6808.97
FHHBH $1408.89
BAHG $2630.81
FIHBE $6940.36
HBJDF $3593.69
FEDGH $5921.65
HBGGE $6465.00
EBJHG $5250.47
BDJF $7172.56
HHHIJ $9613.19
HGHGD $8319.43
JFBGH $7553.68
EDHHA $6303.37
JBEGA $8002.66
CHIIH $5431.80
BFCEJ $9071.67
GGIAB $1118.87
EAIDD $1253.51
BHHJG $3308.27
JFJAI $5840.74
HFJGJ $3800.15
HBBBJ $3119.78
JFB $9735.98
DBGBJ $4547.68
DIDAJ $5924.80
BDEBF $9835.19
BCHE $4017.69
DICDB $97.22
FGCEF $8861.56
HBJHH $5450.04
JEGAF $4845.12
FHFD $3854.81
GDBDJ $2805.52
FEC $5408.04
GADCG $8602.75
GDEIC $5979.36
EIACE $5619.04
IFGBI $2907.78
DEFJA $4171.61
BCGIJ $8741.06
JHHAC $4070.36
GGDJE $1714.93
EGGDG $8147.47
GFIEG $749.86
GEFEA $6445.80
DHJAC $1741.59
FACDG $5711.41
DFGEB $550.65
GHGFE $7514.35
GEAHB $986.26
DHBFC $6810.67
GCIGG $8784.69
JFJIB $1104.16
IGFAD $4586.52
DDDEJ $4854.51
CDIIE $6754.91
HBFCC $1198.45
HHFDJ $4363.82
BCIGJ $5265.23
DDHFH $3845.30
BCBIC $5553.53
FJBAA $6313.06
JGGBH $2135.72
IHIHC $3667.05
DDEAH $9554.09
CGCFE $6238.58
BDFEB $1855.94
EDCJE $3105.17
DDIDF $1815.08
DEAB $3234.29
IBADF $7181.86
IAHJA $8805.68
GJAGB $8741.20
IIDG $8371.89
GFJGD $6288.61
CBDDD $1094.21
BCIEI $4530.75
JAHEG $4465.16
HABJ $370.63
EFGHE $1917.98
FEEDA $1171.51
BJEJH $2783.38
FEGIE $8775.80
CBDIA $9169.93
FHADE $710.30
CHGJI $7174.45
HDGAI $7471.78
EJJDG $2799.26
GGJCD $8602.24
DHEEA $142.95
JFCED $1267.69
GIIGG $9686.52
BHEBA $632.49
FDIEE $7320.85
JIHED $3416.65
GJBGD $632.99
JBDFI $3048.49
BBFHD $5756.10
FGHFC $1859.46
JDEDC $2096.21
IGGE $777.61
JJIDF $7243.04
GEAIG $8139.71
IGIDA $5442.33
JDCFH $5366.29
GFGIA $6355.72
JAIC $9505.35
FCGGC $9344.45
IHBGG $1416.19
FCDBI $6093.23
GBAII $6371.55
DDDBD $4498.20
DJEDG $3259.07
JJFEH $1428.93
CDCE $9252.75
EIAB $7441.84
IDHDB $5325.65
JGDHB $9298.47
JCGFH $3235.61
HCCBG $7898.27
FGBDH $2348.46
DJGGD $8934.86
IABB $7339.99
JEJEF $9275.87
FEDAJ $982.35
IEIEF $9114.59
FFHBG $2144.12
HEGDD $6359.95
FDBGJ $7513.66
JHBDC $8545.75
GHCFB $470.92
IIFEB $7305.29
HHBJB $4132.92
IAJDD $2329.56
BJDAD $5179.53
IFFFI $1283.62
GBHCJ $6999.07
FGJAA $1827.24
CDHDB $6193.57
EJDJA $2588.79
CFEH $7108.11
EECJA $8280.14
CECIF $9522.08
IBJGH $4094.99
DDCDG $6662.32
GEAGE $4317.88
BBJFH $6660.46
GAGEG $92.75
CCIFD $2833.75
HEIID $8118.59
CBGFI $6001.49
CJGC $7751.97
HEIBA $3381.39
GBFGH $1309.24
FIBHH $9732.91
DFDAB $707.79
GBEDD $3351.44
JCCIJ $1964.53
BIIFF $2907.99
BAGFB $4770.52
EIEFJ $7176.88
DCCDE $9517.98
DEBGE $2333.12
IAEJI $7599.22
BJEGE $9802.41
DAHA $4118.70
FCC $2912.72
HDFEJ $2103.05
BBHFG $4596.95
CCFCC $5506.02
FFCDI $656.53
CIIAC $6077.13
IHFAG $2204.47
HBJIH $6402.63
GECBB $3844.13
IBAGC $2269.29
DFGGC $7075.99
HCGD $3841.21
IJCBF $4817.23
EDHC $2836.31
EDJGJ $4937.54
CJGGE $9279.92
IAHHB $3611.46
IIEFD $1316.53
DAGCI $6939.40
EJBCB $8054.03
CICJB $6445.17
IAFBE $7623.79
EHBDG $3550.94
DAGGA $7134.10
EBHDH $4223.34
GBFDC $3072.56
IJFHD $3198.20
JCHDA $8012.92
FBFAB $5112.97
BHAB $5379.25
GCHFC $4009.98
DFBHH $3916.89
JCFCF $9359.55
HJCFH $2776.91
BFEC $753.51
BEGCA $7182.41
HJJJG $5980.73
IFBHH $1510.46
IFHJI $9096.77
HIHHE $4737.78
CIIBF $704.31
ECII $2992.35
BCEFG $7601.13
FIIIF $423.38
GEDAB $3219.47
HCGHD $923.90
DAABI $4973.10
HFE $6821.58
GAEA $1020.35
HGFAC $3431.85
GBCGD $3185.59
EJGG $6728.26
IIBCE $2759.67
FHIHD $5908.75
GBCCG $3309.12
FGCHC $1342.14
IIBJB $2001.39
GCJAJ $9563.57
HDBFF $4195.64
HAEDC $1010.56
FGEDJ $4308.58
CGGDE $1333.74
IDEJA $4924.40
GIFIJ $5517.64
EEIDF $5889.89
BDHHB $7871.16
GDGJ $8644.40
BIJHH $4189.84
DGHHC $7095.45
EFFFC $6457.52
EAEED $9170.84
FACGA $5938.24
BBJJH $8675.10
CBHFG $8217.01
IHEIA $3909.42
HDEHA $8970.29
GIHFC $7558.52
IGJJB $2489.73
HHJJI $3821.50
DBEGB $1495.74
CDIIC $20.26
EJCDA $3662.69
BCEGJ $9148.29
IFDHD $313.26
ECBGG $4147.35
GAECH $3957.67
BCHIA $3243.90
HBAGG $1848.42
GDGAA $1492.85
DAIDF $6370.83
HFJAH $8570.44
DIJAC $1320.78
HJBGA $8113.60
GDIBJ $3872.82
BAFCE $5193.55
EHHFI $9043.73
FGEE $3292.00
GJAD $8743.32
DCBG $8504.98
JIGFB $1827.51
HBEGE $5170.86
GCAJI $8781.93
CAIBE $7517.48
EDCFG $2212.60
CDH $1083.32
GCIIF $8039.56
CBACE $2047.15
FJHFG $1746.59
ICECG $702.15
GHADA $2738.31
CIGHJ $427.35
CDJFI $3789.99
BIEEJ $6487.50
CEGCD $9826.64
CHIFB $5196.72
DAAF $4587.09
CGIGC $4114.94
HJFAA $8099.18
GEGIJ $8388.27
EGACI $5394.05
HAHAG $7646.35
BEGDA $3712.14
DDAFD $4912.24
FBDH $1516.74
BBAFD $6318.97
GBDCG $5588.00
CAAGF $9448.05
JCJBG $111.68
IGHIC $7400.20
EIIA $9817.09
HIFGE $267.38
GCJEI $5003.96
FCIDE $1722.78
FCGIE $9023.32
CCBAG $194.69
HHGIJ $7401.75
ICDBJ $8679.01
EAGGH $6077.18
EFBJE $1341.35
JEGHI $6252.69
CDEEF $1390.49
JCDB $420.66
EDCJA $4972.14
GAECC $3691.49
BGAE $6403.85
JEGIG $8302.44
FJACF $3975.85
CBEIF $773.04
EFCBD $4638.23
CHGAC $7193.69
BEGIC $593.47
JDFBA $5724.45
GCDGE $6296.76
DDFF $7220.66
IIJBF $11.41
EGEFA $2068.97
FDGDI $56.35
DAFEE $3422.60
IGEDI $3357.45
IBAB $7259.10
BGHGF $6024.13
JAJJG $8840.47
JDHEB $1787.57
JEBIH $7670.73
GBDHA $4429.28
BAEG $5497.43
CDGAH $7195.93
CHHCE $9280.31
FEAGF $8909.28
GEBHG $9579.66
FCHDE $5385.67
FJFDH $8797.32
BABGI $2391.80
DBFGG $62.21
BGIFH $7658.60
GHGEF $502.31
JEJGI $6896.29
HECAE $1893.36
BAEIF $6267.12
GFDHG $5734.78
ICIDD $8566.54
HHFDG $5355.40
HFHAB $2906.77
CDDDJ $8592.97
CDIAF $8554.64
ICDGH $4960.21
GBICH $8801.19
IDBBI $1210.87
JDBDH $5611.91
JEGHE $6439.76
HJEHI $3110.05
JHABI $569.38
FFIH $8735.26
DBGDA $9394.27
IFGIF $1293.66
BCHHB $8863.72
DACIG $7599.91
HIBIJ $5775.18
FFG $1590.88
DFBAC $7192.25
EGAAB $2156.51
BIGJD $9712.29
JGDGB $811.00
CBIHJ $7849.87
CGIBD $3041.69
BBGGJ $2969.54
GAEED $8135.25
IAJ $7590.63
FHJBF $2150.04
JBDAB $9160.61
EJJJC $4353.63
DDBHD $7373.16
CACI $3575.09
GEJGD $5866.23
EFDBH $3914.54
FAFEC $7354.68
JFHBB $63.89
CGCJJ $845.84
FIBCH $3065.94
IEDDC $1256.61
IDCDH $2936.62
GHACE $1215.06
DCHBA $8820.31
CCDG $4485.11
HCDC $7605.75
DDDIC $1628.44
JIAJ $4340.86
IDBFC $4417.98
EHJFC $7635.49
IIEBC $6662.28
HCDEA $9769.60
CJDIE $9111.98
HICDH $4399.74
EHJGG $7525.84
HGIAB $7414.73
HFCAE $7108.57
HBBJG $9576.39
FHJCE $5110.00
DEJF $221.05
BEIHI $9218.09
GHACE $2337.21
ECGCH $1774.13
JBCBE $7060.97
JIEGA $1768.35
GCADD $2845.53
EDGAC $4204.54
GBAAF $4277.10
ECGFJ $3128.58
DBCBD $1601.82
IEHJG $4920.77
IHHDJ $4340.08
DJGDC $2799.32
HEJJ $3668.11
EAEAC $3610.25
EAFHJ $346.85
EHJGE $402.70
HJFIJ $5406.72
HHJGG $775.30
ECGAA $928.41
FAJB $4577.54
CJAH $8385.02
JCADH $3198.93
BIGF $7050.25
CGJHJ $5416.76
BFDEH $6902.79
GABCA $7840.10
FCIFG $7497.74
EIDJH $4368.15
DHDHD $4643.81
CDCHJ $9622.81
CAJJC $8523.24
BDIJA $5839.84
CICEH $2267.21
IHJIB $5944.38
JBFFD $796.18
JJG $8591.65
FJJBB $5689.37
EFGFG $6367.93
DDFJE $1596.43
FEJDI $6213.68
HIBDD $5138.99
FGDCG $3789.44
JGEEE $3886.34
CCDDI $1256.33
HBBG $587.66
HFAAD $1147.20
HDJGF $3338.16
BGCJF $4725.79
HJJFI $6082.87
HFFE $9416.81
CAFCH $9305.19
CBHIE $7369.05
BJHBF $4649.31
BGBIE $1431.27
DIBHB $2052.65
BHDHF $5572.33
DACGI $9830.37
BDDFF $2321.54
GEAIJ $8494.01
DEJC $2989.59
IHFEG $7588.66
DHCEE $810.45
ICICI $8497.30
GIIJH $2913.97
IDEDC $3.81
BHJII $2723.52
IJJBB $740.79
FJBBE $8665.47
DJFF $3943.03
EBGHI $9249.44
CHCCA $1874.36
IHHHB $6958.34
EGJFD $9366.30
BHFGC $2984.10
DICII $1227.07
BGCEI $2524.40
CGEEF $1258.80
FJBJH $8610.91
EHBFA $382.57
CJGG $5895.65
BHIEJ $2403.43
CIGHH $292.15
IJJDJ $9087.86
EJJI $2357.39
JAADI $2612.01
JJFIC $2984.89
FBAAF $123.90
HEFHF $3860.35
B $6514.32
JBDHB $6580.34
GIFCJ $8126.53
DFDHE $896.02
CJBFA $3544.31
EJADG $6723.22
GDJCJ $1187.20
HDGBF $178.58
JGAIA $6418.92
DHFIJ $1724.97
HDGAI $2606.72
JBHDJ $6241.25
GGDGG $799.96
CEHAH $9235.78
FEFDF $8504.04
BJBFD $7972.54
DGBCF $1701.90
EDHDI $919.72
FICEB $1386.39
GAHJ $1123.71
GCIAC $898.13
HFFGA $1092.21
IAACC $8681.60
JEADJ $6065.78
EGCIG $3537.86
EDAFG $1264.73
IJDEF $9444.26
JBFEF $3925.03
EJCDG $7693.41
BDECF $1949.82
JBDJA $553.14
GGHIA $1098.16
EHDBJ $1242.76
BFDG $9113.51
JHFBA $5604.90
EIADI $5340.76
BIFAI $5043.32
IJCAD $6981.30
FAAII $1329.75
JHCEF $5587.11
IEGBF $1476.88
CBFI $2682.30
EBGBE $6526.11
FCJJG $3805.82
JDHBG $5913.71
BIDAJ $9195.81
GCCIA $3781.71
GBHFF $293.79
HGICE $1809.34
GFHCH $8636.23
DEFEE $2976.68
GCECJ $5727.36
IFJB $139.94
IFHFG $4894.60
HBGBB $7133.56
CIHJF $1472.24
DGD $8098.33
FJDAJ $7531.14
CJIIC $5856.21
GBDBI $1843.45
JJHEH $5284.24
DIFF $8890.20
HDBCF $4837.50
HBCDA $4367.93
IDDFE $7673.02
DJHBB $1434.65
IIDDJ $9915.60
GEAJJ $1391.23
FGBJD $2845.84
BEHBA $4528.18
FDCEH $2024.89
FGECB $8970.36
CGDIJ $6966.91
DHEGJ $2538.69
ECGFI $1650.99
DFGHC $1293.06
FBBHB $8503.17
DFAIE $297.09
IBIHA $6969.60
IEHAG $9249.05
HGGBF $7929.15
EBBJG $3827.14
FHCDB $4830.35
GAH $9997.24
GBDI $6378.46
EFEDE $28.04
GDGEC $3499.76
GBBCG $4886.99
JHBJF $2799.83
BIAIC $3094.06
DEBGC $8693.12
JGBCG $4878.79
EAFDE $1620.27
FGIGD $4833.58
BGDEE $8885.18
CDDA $3605.08
HAIIG $9349.94
BADFB $7110.36
BHFCI $9357.63
GEJGC $7857.10
FBABB $9296.44
EFCHF $5696.06
EBHE $4950.32
HAEEJ $6179.19
JHJCD $1922.82
BCJAB $3830.78
IDHFJ $4274.09
CIJGF $2836.95
BGDAH $8734.99
EEAAG $2172.79
JGHHA $242.42
FBCBE $1951.53
IBCDH $2204.28
EEAHA $4753.54
EADCC $1751.56
JCEIB $9576.79
HIGIH $413.32
EGCCJ $6685.43
FGCDE $5432.09
FEJFD $9454.68
CHHGE $2923.26
EBFDD $2375.49
HGADE $4844.63
EFAH $872.52
GHEGC $7450.74
BDJEH $2382.96
CJJEC $353.30
IGDDC $711.17
CGBHD $1645.46
GGJJD $2511.32
HDHFG $1166.85
JHEHC $9063.49
BGBCA $1896.34
BHFCD $5696.68
IIEIC $6640.75
EDCHC $7731.89
CHEJI $1718.37
JCCBG $3956.79
JJAJE $8359.63
IAHJD $2580.88
JHGHA $950.81
EGEJG $2632.37
HIEIF $655.61
HFHI $7224.82
JEBJH $9250.57
GCDBD $7403.40
CAHFJ $2339.64
GEFHE $5551.63
CDGDF $3722.31
HAFCI $2284.77
HGFFI $1770.22
GJEIJ $6181.92
HCAG $7893.88
DDAEA $1748.25
IECAB $9699.03
EEFAD $9194.01
JFBJB $4773.66
BFCGB $4631.26
HEGJF $1637.52
DCDGI $7437.88
CCFHB $4542.68
GIBBG $5196.79
FABCC $7384.20
BAGC $6236.27
DIEFJ $4213.19
GHBEJ $1190.20
DAEAD $3819.75
HCAHC $4897.18
IEDHC $8380.80
ICHEJ $2624.27
GEDEJ $2368.95
CGIEC $6405.19
DDAHF $9524.35
GBFDD $220.09
DGBEH $7878.71
FBBBE $1744.82
GIHEI $9223.83
JIAH $3732.38
HBFHB $1901.10
GBDCD $6374.34
GFJEE $1591.84
JEGJF $8246.85
BHAGH $3596.79
FGGBI $6614.54
DAADG $9047.40
HAFHI $593.39
GDJG $446.54
EJADC $4459.02
BDHEI $8339.61
HJED $3724.33
GDJIF $208.56
IIAJF $2333.52
IBAJB $6375.48
JDAJH $793.15
CFBHD $1826.86
GEIDG $3686.22
EGFDB $9720.53
EJHBG $2667.49
DABBB $9584.33
EHJD $9928.33
FGFBB $5244.28
EJGBF $57.13
CHCJI $1853.08
CCGDF $9076.52
EGCBH $3022.49
BEIG $2649.74
HCCGB $9702.11
CHCJA $5559.42
HGDIA $5032.10
JBBAE $8943.21
EJBDG $5822.67
BGECA $7262.78
IHGFD $2585.45
BCGAF $5390.43
BFBJB $4447.31
FIBFB $7725.48
CIEBH $6894.86
BGADB $3480.99
CHDB $1942.89
BIGBF $1697.21
FFCHG $6470.25
JEAC $8626.13
GJAII $496.34
BFECH $616.39
EBFBE $8699.44
IIIHG $7649.35
DIHAB $3310.86
CBBGI $3244.55
BIGJH $2275.87
EFAEI $9987.70
DHHBH $6307.85
FDCBH $9715.13
EBBGD $8111.67
CIIFC $5506.08
HBGCE $2054.35
JJDEE $8620.49
CJIFA $9.78
GIBAH $5924.31
CFAFD $3002.00
JDECA $5197.49
IAGGF $3609.49
DFJCE $4059.19
JBJGI $3810.88
DGEFC $7604.51
IBJHJ $1909.55
EDHEC $9016.79
BCFJF $9885.75
GAD $330.77
CDHJJ $4911.84
BHGBG $6647.37
IEDBJ $6158.10
CICEA $2070.27
CGAHG $5167.51
JFJHC $3788.72
DHAAD $1784.24
HADF $6777.03
BBCJI $7491.97
HCBEA $8317.92
FJHIG $2496.96
HGFIB $3385.95
CHI $968.63
GIFJE $1552.35
FBAJJ $4853.75
IIJFF $1137.03
GAAHA $5912.75
DDGF $2309.30
DEFDG $7872.65
BGBDG $3685.63
JJJCA $6754.55
CHCJE $1158.41
JBGHI $3175.75
JAAJA $5333.53
HEIAF $2770.48
CBEEA $375.47
JJBFB $6831.54
HDFGF $2966.24
EHHH $8876.90
CBHDE $6603.78
IGIG $5397.66
FHIG $2328.86
DAGEJ $2963.33
IDJEH $4538.11
BACHC $202.01
DFHAA $5123.06
HCFFF $4166.98
EBEII $195.01
ICCDI $7829.19
IJHFC $7794.48
GIIHE $7328.82
GDADH $1084.21
GFBHF $2449.07
JBJBI $3469.56
HJBFI $4616.55
BAGJG $744.79
HFEIJ $6226.31
DDGAG $6974.86
EHGF $4217.74
CDFAC $6906.64
DIGFH $9806.69
FABFA $9669.43
GIJCF $8733.32
DFHBF $1251.59
HJAG $2557.77
HGGFG $5420.87
HJHFH $2372.36
BGDFJ $244.25
HGDIA $3081.83
JHDAB $9758.00
IFH $9035.54
HJDIC $4151.11
HBDGG $9593.61
JBBAG $9401.38
HBGAF $5956.05
JAEDB $2696.12
DCDEA $3667.68
FDFDF $4113.25
BBIFG $6387.36
IJFEC $7238.16
JCGJG $5538.70
GFEG $9694.27
JEBCH $789.62
DGJGI $2352.28
EDDDI $7853.87
JCDJF $1905.92
BBBIJ $7412.76
JBFFJ $599.68
GHBBD $8440.56
HFDBI $6230.12
DJGHI $874.06
JIIEI $4336.03
DFGIE $5205.01
CHFJ $4371.28
FCBDJ $2005.96
IAID $2822.34
DAIJF $2242.30
DDADH $3716.71
JIBGE $7487.30
FBHBB $8793.95
FICHG $7393.14
GHHHC $3399.44
EDCDB $963.92
FGABI $756.77
CJJEE $3259.88
CACGC $3346.27
GGEGB $5873.62
IEFCI $3427.57
EEDFB $1201.47
HEBDI $6660.11
HJHIE $8121.22
FDJIF $2200.50
DCIH $6435.74
CBIBI $4849.05
EGFEF $8717.23
CAIAG $6969.67
FDDFA $1510.82
HBHBG $831.43
DEHGB $5532.71
FIGFE $5130.74
BIHBC $5855.64
FEGBF $9660.01
IBFGC $880.86
DFCDI $5800.74
BIEAC $9870.44
IDBJD $5092.89
HADJI $4291.47
BAJBC $1866.49
CBECC $454.66
EJBEG $8621.27
BDAJD $4079.33
ECEB $6379.46
JADGE $9998.13
DBAEF $5899.75
GFJEJ $5918.65
EBDHC $3313.67
JDJDA $2510.12
JAAIC $9381.62
BEDFI $8432.74
BBBAH $8707.96
HAICB $1179.95
FJII $2893.88
FECEC $6048.29
FBFHD $9236.46
IHAJH $7305.91
EAAGB $1129.92
BEJCB $6599.16
BEAID $8460.98
JCJBA $5386.81
CFBH $5066.39
BHJBA $2631.46
EBEEI $3936.20
GAEFC $9720.08
FGEIC $860.02
EIECG $2080.76
DHEA $6485.73
IJCGH $7008.34
JBHFF $99.08
CCBBI $8704.43
DEEIC $3275.05
EFCII $2434.75
IDJID $260.85
IHFBB $5290.85
CJIIF $6440.37
FIFAC $689.20
DJDBB $5035.98
DAADG $2790.38
FHDBC $7543.57
BBCCB $8674.13
IJHGJ $6772.83
CAEBG $9466.65
HDJIC $91.06
HCIAJ $464.41
IHEJB $7710.52
FDCEI $3222.89
HDFDB $3227.91
HCAEI $1012.02
JGECF $3175.90
HHAJH $9256.55
CDDCG $4639.76
CBCHJ $4390.98
CBFGI $1141.14
IBJJF $9908.48
DADAI $1486.10
FFGJC $5659.01
CCJCH $5584.01
BJEAA $8825.32
GHAIC $2389.80
FHHDA $7455.57
BDEGB $1645.06
BEGB $1473.85
DEDBG $6136.64
EFAGD $9131.84
EIGD $3588.80
FJJFB $8107.40
IFBID $3375.84
DFBG $6588.11
JEAEE $9454.11
JHHCH $595.46
ECBDJ $8685.76
BHAEI $2652.37
FJCCE $1963.50
ECGEI $6710.66
FGEIC $7355.30
CAJCB $1608.45
HCIGB $3771.96
IFIDE $8151.31
GEFJC $3599.48
IJCAH $6530.44
GJEIA $7277.72
BCDIH $9400.63
IICGB $8368.11
BIGHC $6400.35
GJCGD $2326.83
DAEG $869.17
HFHBE $4452.90
BABJD $2972.04
ECCDF $3098.38
DIJCE $8298.30
FHJII $7103.89
EFFJE $1159.70
HAEJI $1940.09
JJHCA $7741.70
HIDCF $6610.95
BBBHE $2137.58
HEFHC $5664.57
FDHAC $9488.71
GIEDB $1274.16
BCIAF $476.03
JAD $7691.79
JBCBG $2679.20
GIAIJ $9174.14
DJIAB $9137.12
BGCJG $2515.32
IGHGB $3427.09
HCBBH $7795.84
GBFHG $8311.56
FHDCG $4204.10
CDJFJ $9074.42
FAGIB $1608.99
CDDCF $9084.55
DHJCG $899.71
BFEEJ $6502.12
HEFGI $1211.13
IJH $8435.10
JHEID $9040.71
HCHEE $9636.40
CAFCB $2117.17
JJEAB $9582.95
IBABD $2483.06
CDDEF $5768.39
FFGDJ $1673.64
JHEEJ $3217.42
BFHJC $9221.92
FDEE $4134.60
HHCIA $3331.09
CCFCE $1398.92
BBBDB $8901.36
JFBIA $6033.57
DICJ $5431.10
HAGIE $3704.24
FECFJ $3533.69
HBGJJ $4089.61
EGEFC $5589.10
BBBGH $1626.02
DGCFD $5628.98
CGFDC $5388.78
CHCCI $1374.55
CIDHC $6712.38
HACHE $474.19
DGBF $6427.00
GIAHD $3652.84
BFHE $3050.44
BJFGG $3280.95
BCJHB $4473.99
JJADG $5065.18
ECFEC $5172.23
GFCIH $4431.56
